date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
14-02-1970,Ghana,Ivory Coast,2,1,African Cup of Nations,Khartoum,Sudan,TRUE
14-02-1970,Sudan,Egypt,2,1,African Cup of Nations,Khartoum,Sudan,FALSE
16-02-1970,Egypt,Ivory Coast,3,1,African Cup of Nations,Khartoum,Sudan,TRUE
16-02-1970,Sudan,Ghana,1,0,African Cup of Nations,Khartoum,Sudan,FALSE
31-05-1970,Mexico,Russia,0,0,FIFA World Cup,Mexico City,Mexico,FALSE
02-06-1970,Bulgaria,Peru,2,3,FIFA World Cup,León,Mexico,TRUE
02-06-1970,England,Romania,1,0,FIFA World Cup,Guadalajara,Mexico,TRUE
02-06-1970,Israel,Uruguay,0,2,FIFA World Cup,Puebla,Mexico,TRUE
03-06-1970,Belgium,El Salvador,3,0,FIFA World Cup,Mexico City,Mexico,TRUE
03-06-1970,Brazil,Czechoslovakia,4,1,FIFA World Cup,Guadalajara,Mexico,TRUE
03-06-1970,Germany,Morocco,2,1,FIFA World Cup,León,Mexico,TRUE
03-06-1970,Italy,Sweden,1,0,FIFA World Cup,Toluca,Mexico,TRUE
06-06-1970,Belgium,Russia,1,4,FIFA World Cup,Mexico City,Mexico,TRUE
06-06-1970,Czechoslovakia,Romania,1,2,FIFA World Cup,Guadalajara,Mexico,TRUE
06-06-1970,Italy,Uruguay,0,0,FIFA World Cup,Puebla,Mexico,TRUE
06-06-1970,Morocco,Peru,0,3,FIFA World Cup,León,Mexico,TRUE
07-06-1970,Brazil,England,1,0,FIFA World Cup,Guadalajara,Mexico,TRUE
07-06-1970,Bulgaria,Germany,2,5,FIFA World Cup,León,Mexico,TRUE
07-06-1970,Israel,Sweden,1,1,FIFA World Cup,Toluca,Mexico,TRUE
07-06-1970,Mexico,El Salvador,4,0,FIFA World Cup,Mexico City,Mexico,FALSE
10-06-1970,Brazil,Romania,3,2,FIFA World Cup,Guadalajara,Mexico,TRUE
10-06-1970,El Salvador,Russia,0,2,FIFA World Cup,Mexico City,Mexico,TRUE
10-06-1970,Germany,Peru,3,1,FIFA World Cup,León,Mexico,TRUE
10-06-1970,Sweden,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,TRUE
11-06-1970,Bulgaria,Morocco,1,1,FIFA World Cup,León,Mexico,TRUE
11-06-1970,Czechoslovakia,England,0,1,FIFA World Cup,Guadalajara,Mexico,TRUE
11-06-1970,Israel,Italy,0,0,FIFA World Cup,Toluca,Mexico,TRUE
11-06-1970,Mexico,Belgium,1,0,FIFA World Cup,Mexico City,Mexico,FALSE
14-06-1970,Brazil,Peru,4,2,FIFA World Cup,Guadalajara,Mexico,TRUE
14-06-1970,England,Germany,2,3,FIFA World Cup,León,Mexico,TRUE
14-06-1970,Mexico,Italy,1,4,FIFA World Cup,Toluca,Mexico,FALSE
14-06-1970,Russia,Uruguay,0,1,FIFA World Cup,Mexico City,Mexico,TRUE
17-06-1970,Brazil,Uruguay,3,1,FIFA World Cup,Guadalajara,Mexico,TRUE
17-06-1970,Germany,Italy,3,4,FIFA World Cup,Mexico City,Mexico,TRUE
20-06-1970,Germany,Uruguay,1,0,FIFA World Cup,Mexico City,Mexico,TRUE
21-06-1970,Brazil,Italy,4,1,FIFA World Cup,Mexico City,Mexico,TRUE
07-10-1970,Czechoslovakia,Finland,1,1,UEFA Euro qualification,Prague,Czechoslovakia,FALSE
07-10-1970,Norway,Hungary,1,3,UEFA Euro qualification,Oslo,Norway,FALSE
11-10-1970,Malta,Greece,1,1,UEFA Euro qualification,Gżira,Malta,FALSE
11-10-1970,Netherlands,Yugoslavia,1,1,UEFA Euro qualification,Rotterdam,Netherlands,FALSE
11-10-1970,Romania,Finland,3,0,UEFA Euro qualification,Bucharest,Romania,FALSE
14-10-1970,Denmark,Portugal,0,1,UEFA Euro qualification,Copenhagen,Denmark,FALSE
14-10-1970,Republic of Ireland,Sweden,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
14-10-1970,Luxembourg,Yugoslavia,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
14-10-1970,Poland,Albania,3,0,UEFA Euro qualification,Chorzów,Poland,FALSE
17-10-1970,Germany,Turkey,1,1,UEFA Euro qualification,Cologne,Germany,FALSE
28-10-1970,Sweden,Republic of Ireland,1,0,UEFA Euro qualification,Solna,Sweden,FALSE
31-10-1970,Austria,Italy,1,2,UEFA Euro qualification,Vienna,Austria,FALSE
11-11-1970,France,Norway,3,1,UEFA Euro qualification,Lyon,France,FALSE
11-11-1970,German DR,Netherlands,1,0,UEFA Euro qualification,Dresden,German DR,FALSE
11-11-1970,Scotland,Denmark,1,0,UEFA Euro qualification,Glasgow,Scotland,FALSE
11-11-1970,Spain,Northern Ireland,3,0,UEFA Euro qualification,Seville,Spain,FALSE
11-11-1970,Wales,Romania,0,0,UEFA Euro qualification,Cardiff,Wales,FALSE
15-11-1970,Bulgaria,Norway,1,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE
15-11-1970,Cyprus,Russia,1,3,UEFA Euro qualification,Nicosia,Cyprus,FALSE
15-11-1970,Luxembourg,German DR,0,5,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
25-11-1970,Belgium,Denmark,2,0,UEFA Euro qualification,Bruges,Belgium,FALSE
08-12-1970,Italy,Republic of Ireland,3,0,UEFA Euro qualification,Florence,Italy,FALSE
13-12-1970,Turkey,Albania,2,1,UEFA Euro qualification,Istanbul,Turkey,FALSE
16-12-1970,Greece,Switzerland,0,1,UEFA Euro qualification,Piraeus,Greece,FALSE
20-12-1970,Malta,Switzerland,1,2,UEFA Euro qualification,Gżira,Malta,FALSE
03-02-1971,Belgium,Scotland,3,0,UEFA Euro qualification,Liège,Belgium,FALSE
03-02-1971,Cyprus,Northern Ireland,0,3,UEFA Euro qualification,Nicosia,Cyprus,FALSE
03-02-1971,Malta,England,0,1,UEFA Euro qualification,Gżira,Malta,FALSE
17-02-1971,Albania,Germany,0,1,UEFA Euro qualification,Tirana,Albania,FALSE
17-02-1971,Belgium,Portugal,3,0,UEFA Euro qualification,Brussels,Belgium,FALSE
24-02-1971,Netherlands,Luxembourg,6,0,UEFA Euro qualification,Rotterdam,Netherlands,FALSE
04-04-1971,Yugoslavia,Netherlands,2,0,UEFA Euro qualification,Split,Yugoslavia,FALSE
21-04-1971,England,Greece,3,0,UEFA Euro qualification,London,England,FALSE
21-04-1971,Northern Ireland,Cyprus,5,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
21-04-1971,Portugal,Scotland,2,0,UEFA Euro qualification,Lisbon,Portugal,FALSE
21-04-1971,Switzerland,Malta,5,0,UEFA Euro qualification,Lucerne,Switzerland,FALSE
21-04-1971,Wales,Czechoslovakia,1,3,UEFA Euro qualification,Swansea,Wales,FALSE
24-04-1971,German DR,Luxembourg,2,1,UEFA Euro qualification,Gera,German DR,FALSE
24-04-1971,Hungary,France,1,1,UEFA Euro qualification,Budapest,Hungary,FALSE
25-04-1971,Turkey,Germany,0,3,UEFA Euro qualification,Istanbul,Turkey,FALSE
09-05-1971,Cyprus,Spain,0,2,UEFA Euro qualification,Nicosia,Cyprus,FALSE
09-05-1971,German DR,Yugoslavia,1,2,UEFA Euro qualification,Leipzig,German DR,FALSE
10-05-1971,Republic of Ireland,Italy,1,2,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
12-05-1971,Albania,Poland,1,1,UEFA Euro qualification,Tirana,Albania,FALSE
12-05-1971,England,Malta,5,0,UEFA Euro qualification,London,England,FALSE
12-05-1971,Portugal,Denmark,5,0,UEFA Euro qualification,Porto,Portugal,FALSE
12-05-1971,Switzerland,Greece,1,0,UEFA Euro qualification,Bern,Switzerland,FALSE
16-05-1971,Czechoslovakia,Romania,1,0,UEFA Euro qualification,Bratislava,Czechoslovakia,FALSE
19-05-1971,Bulgaria,Hungary,3,0,UEFA Euro qualification,Sofia,Bulgaria,FALSE
21-05-1971,Thailand,Cambodia,1,1,AFC Asian Cup qualification,Bangkok,Thailand,FALSE
22-05-1971,Indonesia,Hong Kong,2,1,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
22-05-1971,Malaysia,Brunei,8,0,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
24-05-1971,Cambodia,Hong Kong,2,1,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
24-05-1971,Thailand,Brunei,10,0,AFC Asian Cup qualification,Bangkok,Thailand,FALSE
26-05-1971,Denmark,Belgium,1,2,UEFA Euro qualification,Copenhagen,Denmark,FALSE
26-05-1971,Finland,Wales,0,1,UEFA Euro qualification,Helsinki,Finland,FALSE
26-05-1971,Malaysia,Cambodia,2,1,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
26-05-1971,Sweden,Austria,1,0,UEFA Euro qualification,Solna,Sweden,FALSE
26-05-1971,Thailand,Indonesia,0,1,AFC Asian Cup qualification,Bangkok,Thailand,FALSE
28-05-1971,Indonesia,Brunei,9,0,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
28-05-1971,Malaysia,Hong Kong,2,1,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
30-05-1971,Cambodia,Indonesia,2,0,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
30-05-1971,Republic of Ireland,Austria,1,4,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
30-05-1971,Russia,Spain,2,1,UEFA Euro qualification,Moscow,Soviet Union,FALSE
30-05-1971,Thailand,Malaysia,1,0,AFC Asian Cup qualification,Bangkok,Thailand,FALSE
01-06-1971,Malaysia,Indonesia,3,0,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
01-06-1971,Thailand,Cambodia,4,2,AFC Asian Cup qualification,Bangkok,Thailand,FALSE
07-06-1971,Russia,Cyprus,6,1,UEFA Euro qualification,Moscow,Soviet Union,FALSE
09-06-1971,Denmark,Scotland,1,0,UEFA Euro qualification,Copenhagen,Denmark,FALSE
09-06-1971,Norway,Bulgaria,1,4,UEFA Euro qualification,Oslo,Norway,FALSE
09-06-1971,Sweden,Italy,0,0,UEFA Euro qualification,Solna,Sweden,FALSE
12-06-1971,Germany,Albania,2,0,UEFA Euro qualification,Karlsruhe,Germany,FALSE
16-06-1971,Finland,Czechoslovakia,0,4,UEFA Euro qualification,Helsinki,Finland,FALSE
18-06-1971,Greece,Malta,2,0,UEFA Euro qualification,Piraeus,Greece,FALSE
04-09-1971,Austria,Sweden,1,0,UEFA Euro qualification,Vienna,Austria,FALSE
05-09-1971,Honduras,Guatemala,1,0,CONCACAF Championship qualification,Tegucigalpa,Honduras,FALSE
08-09-1971,Norway,France,1,3,UEFA Euro qualification,Oslo,Norway,FALSE
09-09-1971,El Salvador,Nicaragua,3,2,CONCACAF Championship qualification,San Salvador,El Salvador,FALSE
12-09-1971,Guatemala,Honduras,1,1,CONCACAF Championship qualification,Guatemala City,Guatemala,FALSE
15-09-1971,El Salvador,Nicaragua,1,0,CONCACAF Championship qualification,San Salvador,El Salvador,FALSE
15-09-1971,Suriname,Guyana,4,1,CONCACAF Championship qualification,Paramaribo,Dutch Guyana,FALSE
21-09-1971,Guyana,Suriname,2,3,CONCACAF Championship qualification,Georgetown,Guyana,FALSE
22-09-1971,Finland,Romania,0,4,UEFA Euro qualification,Helsinki,Finland,FALSE
22-09-1971,Poland,Turkey,5,1,UEFA Euro qualification,Kraków,Poland,FALSE
22-09-1971,Russia,Northern Ireland,1,0,UEFA Euro qualification,Moscow,Soviet Union,FALSE
25-09-1971,Hungary,Bulgaria,2,0,UEFA Euro qualification,Budapest,Hungary,FALSE
01-10-1971,Jamaica,Cuba,0,1,CONCACAF Championship qualification,Kingston,Jamaica,FALSE
04-10-1971,Cuba,Jamaica,0,0,CONCACAF Championship qualification,Havana,Cuba,FALSE
06-10-1971,Bermuda,Mexico,0,2,CONCACAF Championship qualification,Hamilton,Bermuda,FALSE
06-10-1971,Mexico,Bermuda,4,0,CONCACAF Championship qualification,Mexico City,Mexico,FALSE
09-10-1971,France,Hungary,0,2,UEFA Euro qualification,Colombes,France,FALSE
09-10-1971,Italy,Sweden,3,0,UEFA Euro qualification,Milan,Italy,FALSE
10-10-1971,Austria,Republic of Ireland,6,0,UEFA Euro qualification,Linz,Austria,FALSE
10-10-1971,Netherlands,German DR,3,2,UEFA Euro qualification,Rotterdam,Netherlands,FALSE
10-10-1971,Poland,Germany,1,3,UEFA Euro qualification,Warsaw,Poland,FALSE
13-10-1971,Northern Ireland,Russia,1,1,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
13-10-1971,Scotland,Portugal,2,1,UEFA Euro qualification,Glasgow,Scotland,FALSE
13-10-1971,Switzerland,England,2,3,UEFA Euro qualification,Basel,Switzerland,FALSE
13-10-1971,Wales,Finland,3,0,UEFA Euro qualification,Swansea,Wales,FALSE
16-10-1971,Yugoslavia,German DR,0,0,UEFA Euro qualification,Belgrade,Yugoslavia,FALSE
27-10-1971,Czechoslovakia,Wales,1,0,UEFA Euro qualification,Prague,Czechoslovakia,FALSE
27-10-1971,Hungary,Norway,4,0,UEFA Euro qualification,Budapest,Hungary,FALSE
27-10-1971,Spain,Russia,0,0,UEFA Euro qualification,Seville,Spain,FALSE
27-10-1971,Yugoslavia,Luxembourg,0,0,UEFA Euro qualification,Titograd,Yugoslavia,FALSE
10-11-1971,England,Switzerland,1,1,UEFA Euro qualification,London,England,FALSE
10-11-1971,France,Bulgaria,2,1,UEFA Euro qualification,Nantes,France,FALSE
10-11-1971,Scotland,Belgium,1,0,UEFA Euro qualification,Aberdeen,Scotland,FALSE
14-11-1971,Albania,Turkey,3,0,UEFA Euro qualification,Tirana,Albania,FALSE
14-11-1971,Malta,Hungary,0,2,FIFA World Cup qualification,Gżira,Malta,FALSE
14-11-1971,Romania,Czechoslovakia,2,1,UEFA Euro qualification,Bucharest,Romania,FALSE
17-11-1971,Germany,Poland,0,0,UEFA Euro qualification,Hamburg,Germany,FALSE
17-11-1971,Netherlands,Luxembourg,8,0,UEFA Euro qualification,Eindhoven,Netherlands,FALSE
20-11-1971,Italy,Austria,2,2,UEFA Euro qualification,Rome,Italy,FALSE
20-11-1971,Cuba,Costa Rica,0,3,CONCACAF Championship,Port of Spain,Trinidad and Tobago,TRUE
21-11-1971,Haiti,Mexico,0,0,CONCACAF Championship,San Fernando,Trinidad and Tobago,TRUE
21-11-1971,Trinidad and Tobago,Honduras,1,1,CONCACAF Championship,San Fernando,Trinidad and Tobago,FALSE
21-11-1971,Portugal,Belgium,1,1,UEFA Euro qualification,Lisbon,Portugal,FALSE
23-11-1971,Cuba,Honduras,3,1,CONCACAF Championship,Port of Spain,Trinidad and Tobago,TRUE
24-11-1971,Costa Rica,Haiti,0,0,CONCACAF Championship,Port of Spain,Trinidad and Tobago,TRUE
24-11-1971,Romania,Wales,2,0,UEFA Euro qualification,Bucharest,Romania,FALSE
24-11-1971,Spain,Cyprus,7,0,UEFA Euro qualification,Granada,Spain,FALSE
26-11-1971,Trinidad and Tobago,Mexico,0,2,CONCACAF Championship,Port of Spain,Trinidad and Tobago,FALSE
27-11-1971,Costa Rica,Honduras,2,1,CONCACAF Championship,Port of Spain,Trinidad and Tobago,TRUE
28-11-1971,Cuba,Mexico,0,1,CONCACAF Championship,San Fernando,Trinidad and Tobago,TRUE
28-11-1971,Trinidad and Tobago,Haiti,1,6,CONCACAF Championship,Arima,Trinidad and Tobago,FALSE
30-11-1971,Trinidad and Tobago,Cuba,2,2,CONCACAF Championship,Port of Spain,Trinidad and Tobago,FALSE
01-12-1971,Greece,England,0,2,UEFA Euro qualification,Piraeus,Greece,FALSE
01-12-1971,Haiti,Honduras,3,1,CONCACAF Championship,Port of Spain,Trinidad and Tobago,TRUE
02-12-1971,Costa Rica,Mexico,0,1,CONCACAF Championship,Port of Spain,Trinidad and Tobago,TRUE
04-12-1971,Bulgaria,France,2,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE
04-12-1971,Cuba,Haiti,0,0,CONCACAF Championship,San Fernando,Trinidad and Tobago,TRUE
04-12-1971,Honduras,Mexico,1,2,CONCACAF Championship,Port of Spain,Trinidad and Tobago,TRUE
05-12-1971,Trinidad and Tobago,Costa Rica,3,1,CONCACAF Championship,Port of Spain,Trinidad and Tobago,FALSE
05-12-1971,Turkey,Poland,1,0,UEFA Euro qualification,İzmir,Turkey,FALSE
10-12-1971,Kuwait,Iraq,1,1,AFC Asian Cup qualification,Kuwait City,Kuwait,FALSE
11-12-1971,Bahrain,Lebanon,3,0,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
11-12-1971,Syria,Jordan,0,0,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
13-12-1971,Iraq,Sri Lanka,5,0,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
13-12-1971,Jordan,Bahrain,3,2,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
14-12-1971,Kuwait,Lebanon,1,0,AFC Asian Cup qualification,Kuwait City,Kuwait,FALSE
15-12-1971,Iraq,Bahrain,1,0,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
16-12-1971,Jordan,Sri Lanka,2,1,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
17-12-1971,Kuwait,Syria,2,2,AFC Asian Cup qualification,Kuwait City,Kuwait,FALSE
18-12-1971,Iraq,Jordan,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
19-12-1971,Lebanon,Syria,3,2,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
20-12-1971,Bahrain,Sri Lanka,3,0,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
21-12-1971,Kuwait,Jordan,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,FALSE
22-12-1971,Iraq,Lebanon,4,1,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
24-12-1971,Kuwait,Iraq,0,1,AFC Asian Cup qualification,Kuwait City,Kuwait,FALSE
24-12-1971,Lebanon,Jordan,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
16-02-1972,Northern Ireland,Spain,1,1,UEFA Euro qualification,Kingston upon Hull,England,TRUE
23-02-1972,Cameroon,Kenya,2,1,African Cup of Nations,Yaoundé,Cameroon,FALSE
24-02-1972,Mali,Togo,3,3,African Cup of Nations,Yaoundé,Cameroon,TRUE
25-02-1972,Congo,Morocco,1,1,African Cup of Nations,Douala,Cameroon,TRUE
25-02-1972,Sudan,DR Congo,1,1,African Cup of Nations,Douala,Cameroon,TRUE
26-02-1972,Cameroon,Togo,2,0,African Cup of Nations,Yaoundé,Cameroon,FALSE
26-02-1972,Kenya,Mali,1,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
27-02-1972,Congo,DR Congo,0,2,African Cup of Nations,Douala,Cameroon,TRUE
27-02-1972,Morocco,Sudan,1,1,African Cup of Nations,Douala,Cameroon,TRUE
28-02-1972,Cameroon,Mali,1,1,African Cup of Nations,Yaoundé,Cameroon,FALSE
28-02-1972,Kenya,Togo,1,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
29-02-1972,Congo,Sudan,4,2,African Cup of Nations,Douala,Cameroon,TRUE
29-02-1972,Morocco,DR Congo,1,1,African Cup of Nations,Douala,Cameroon,TRUE
02-03-1972,Algeria,Guinea,1,0,FIFA World Cup qualification,Algiers,Algeria,FALSE
02-03-1972,Cameroon,Congo,0,1,African Cup of Nations,Yaoundé,Cameroon,FALSE
02-03-1972,Mali,DR Congo,4,3,African Cup of Nations,Douala,Cameroon,TRUE
04-03-1972,Cameroon,DR Congo,5,2,African Cup of Nations,Yaoundé,Cameroon,FALSE
05-03-1972,Congo,Mali,3,2,African Cup of Nations,Yaoundé,Cameroon,TRUE
12-03-1972,Guinea,Algeria,5,1,FIFA World Cup qualification,Conakry,Guinea,FALSE
29-03-1972,Portugal,Cyprus,4,0,FIFA World Cup qualification,Lisbon,Portugal,FALSE
15-04-1972,Haiti,Puerto Rico,7,0,CONCACAF Championship qualification,Port-au-Prince,Haiti,FALSE
23-04-1972,Puerto Rico,Haiti,0,5,CONCACAF Championship qualification,San Juan,Puerto Rico,FALSE
29-04-1972,England,Germany,1,3,UEFA Euro qualification,London,England,FALSE
29-04-1972,Hungary,Romania,1,1,UEFA Euro qualification,Budapest,Hungary,FALSE
29-04-1972,Italy,Belgium,0,0,UEFA Euro qualification,Milan,Italy,FALSE
30-04-1972,Austria,Malta,4,0,FIFA World Cup qualification,Vienna,Austria,FALSE
30-04-1972,Lesotho,Zambia,0,0,FIFA World Cup qualification,Maseru,Lesotho,FALSE
30-04-1972,Yugoslavia,Russia,0,0,UEFA Euro qualification,Belgrade,Yugoslavia,FALSE
06-05-1972,Hungary,Malta,3,0,FIFA World Cup qualification,Budapest,Hungary,FALSE
07-05-1972,Iran,Cambodia,2,0,AFC Asian Cup,Bangkok,Thailand,TRUE
07-05-1972,South Korea,Iraq,0,0,AFC Asian Cup,Bangkok,Thailand,TRUE
08-05-1972,Thailand,Kuwait,0,2,AFC Asian Cup,Bangkok,Thailand,FALSE
09-05-1972,Iran,Iraq,3,0,AFC Asian Cup,Bangkok,Thailand,TRUE
10-05-1972,Cambodia,South Korea,1,4,AFC Asian Cup,Bangkok,Thailand,TRUE
10-05-1972,Cyprus,Portugal,0,1,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
11-05-1972,Thailand,Iraq,1,1,AFC Asian Cup,Bangkok,Thailand,FALSE
12-05-1972,South Korea,Kuwait,1,2,AFC Asian Cup,Bangkok,Thailand,TRUE
13-05-1972,Belgium,Italy,2,1,UEFA Euro qualification,Brussels,Belgium,FALSE
13-05-1972,Germany,England,0,0,UEFA Euro qualification,Berlin,Germany,FALSE
13-05-1972,Russia,Yugoslavia,3,0,UEFA Euro qualification,Moscow,Soviet Union,FALSE
13-05-1972,Thailand,Iran,2,3,AFC Asian Cup,Bangkok,Thailand,FALSE
14-05-1972,Cambodia,Kuwait,4,0,AFC Asian Cup,Bangkok,Thailand,TRUE
14-05-1972,Romania,Hungary,2,2,UEFA Euro qualification,Bucharest,Romania,FALSE
16-05-1972,Iran,Cambodia,2,1,AFC Asian Cup,Bangkok,Thailand,TRUE
17-05-1972,Hungary,Romania,2,1,UEFA Euro qualification,Belgrade,Yugoslavia,TRUE
17-05-1972,Thailand,South Korea,1,1,AFC Asian Cup,Bangkok,Thailand,FALSE
18-05-1972,Belgium,Iceland,4,0,FIFA World Cup qualification,Liège,Belgium,FALSE
19-05-1972,Iran,South Korea,2,1,AFC Asian Cup,Bangkok,Thailand,TRUE
19-05-1972,Thailand,Cambodia,2,2,AFC Asian Cup,Bangkok,Thailand,FALSE
22-05-1972,Belgium,Iceland,4,0,FIFA World Cup qualification,Bruges,Belgium,FALSE
25-05-1972,Sweden,Hungary,0,0,FIFA World Cup qualification,Solna,Sweden,FALSE
04-06-1972,Zambia,Lesotho,6,1,FIFA World Cup qualification,Ndola,Zambia,FALSE
06-06-1972,Togo,DR Congo,0,0,FIFA World Cup qualification,Lomé,Togo,FALSE
10-06-1972,Austria,Sweden,2,0,FIFA World Cup qualification,Vienna,Austria,FALSE
14-06-1972,Belgium,Germany,1,2,UEFA Euro,Antwerp,Belgium,FALSE
14-06-1972,Hungary,Russia,0,1,UEFA Euro,Brussels,Belgium,TRUE
17-06-1972,Belgium,Hungary,2,1,UEFA Euro,Liège,Belgium,FALSE
18-06-1972,Benin,Ghana,0,5,FIFA World Cup qualification,Cotonou,Dahomey,TRUE
18-06-1972,Germany,Russia,3,0,UEFA Euro,Brussels,Belgium,TRUE
20-06-1972,DR Congo,Togo,4,0,FIFA World Cup qualification,Kinshasa,Zaïre,FALSE
21-06-1972,Finland,Albania,1,0,FIFA World Cup qualification,Helsinki,Finland,FALSE
02-07-1972,Ghana,Benin,5,1,FIFA World Cup qualification,Kumasi,Ghana,FALSE
16-07-1972,Kenya,Sudan,2,0,FIFA World Cup qualification,Nairobi,Kenya,FALSE
23-07-1972,Sudan,Kenya,1,0,FIFA World Cup qualification,Khartoum,Sudan,FALSE
03-08-1972,Norway,Iceland,4,1,FIFA World Cup qualification,Stavanger,Norway,FALSE
05-08-1972,Nigeria,Congo,2,1,FIFA World Cup qualification,Ibadan,Nigeria,FALSE
15-08-1972,Congo,Nigeria,1,1,FIFA World Cup qualification,Brazzaville,Congo,FALSE
20-08-1972,Canada,United States,3,2,CONCACAF Championship qualification,St. John's,Canada,FALSE
24-08-1972,Canada,Mexico,0,1,CONCACAF Championship qualification,Toronto,Canada,FALSE
29-08-1972,United States,Canada,2,2,CONCACAF Championship qualification,Baltimore,United States,FALSE
03-09-1972,Mexico,United States,3,1,CONCACAF Championship qualification,Mexico City,Mexico,FALSE
06-09-1972,Mexico,Canada,2,1,CONCACAF Championship qualification,Mexico City,Mexico,FALSE
10-09-1972,United States,Mexico,1,2,CONCACAF Championship qualification,Los Angeles,United States,FALSE
20-09-1972,Finland,Romania,1,1,FIFA World Cup qualification,Helsinki,Finland,FALSE
04-10-1972,Norway,Belgium,0,2,FIFA World Cup qualification,Oslo,Norway,FALSE
07-10-1972,German DR,Finland,5,0,FIFA World Cup qualification,Dresden,German DR,FALSE
07-10-1972,Luxembourg,Italy,0,4,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
13-10-1972,France,Russia,1,0,FIFA World Cup qualification,Paris,France,FALSE
15-10-1972,Austria,Hungary,2,2,FIFA World Cup qualification,Vienna,Austria,FALSE
15-10-1972,Sierra Leone,Ivory Coast,0,1,FIFA World Cup qualification,Freetown,Sierra Leone,FALSE
15-10-1972,Sweden,Malta,7,0,FIFA World Cup qualification,Gothenburg,Sweden,FALSE
18-10-1972,Bulgaria,Northern Ireland,3,0,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
18-10-1972,Denmark,Scotland,1,4,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
18-10-1972,Republic of Ireland,Russia,1,2,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
19-10-1972,Spain,Yugoslavia,2,2,FIFA World Cup qualification,Las Palmas,Spain,FALSE
21-10-1972,Switzerland,Italy,0,0,FIFA World Cup qualification,Bern,Switzerland,FALSE
22-10-1972,Luxembourg,Turkey,2,0,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
29-10-1972,Ivory Coast,Sierra Leone,2,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
29-10-1972,Romania,Albania,2,0,FIFA World Cup qualification,Bucharest,Romania,FALSE
01-11-1972,Netherlands,Norway,9,0,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE
10-11-1972,Trinidad and Tobago,Antigua and Barbuda,11,1,CONCACAF Championship qualification,Port of Spain,Trinidad and Tobago,FALSE
15-11-1972,Republic of Ireland,France,2,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
15-11-1972,Scotland,Denmark,2,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
15-11-1972,Wales,England,0,1,FIFA World Cup qualification,Cardiff,Wales,FALSE
18-11-1972,Yugoslavia,Greece,1,0,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE
19-11-1972,Antigua and Barbuda,Trinidad and Tobago,1,2,CONCACAF Championship qualification,St. John's,Antigua and Barbuda,FALSE
19-11-1972,Belgium,Netherlands,0,0,FIFA World Cup qualification,Antwerp,Belgium,FALSE
19-11-1972,Cyprus,Bulgaria,0,4,FIFA World Cup qualification,Akdoğan,Cyprus,FALSE
19-11-1972,Morocco,Senegal,0,0,FIFA World Cup qualification,Rabat,Morocco,FALSE
25-11-1972,Malta,Austria,0,2,FIFA World Cup qualification,Gżira,Malta,FALSE
25-11-1972,Tanzania,Ethiopia,1,1,FIFA World Cup qualification,Dar es Salaam,Tanzania,FALSE
